,,,,,,,
ALL DIVISIONS ,,,,,,,
Middle School Round 1 Max Score=200,,,Open and All Service Round 1 Max Score = 330,,,,
Middle School Round 2 Max Score = 300,,,Open and Al Service Round 2 Max Score = 330,,,,
Middle School Round 1 and 2 Max Score = 500,,,Open and All Service Round and Round 2  Max Score = 660,,,,
,,,,,,,
Team #,Division / Category,Location,Round 1 Score,Round 2  Network Security (Images),Round 2 Cisco Networking ,Cumulative Score,Tier
12-7099,Army JROTC,VA,231.67,218.00,8.00,457.67,Platinum
12-2116,Army JROTC,CO,236.33,210.00,10.80,457.13,Platinum
12-1376,Army JROTC,FL,230.40,208.00,18.20,456.60,Platinum
12-5677,Army JROTC,TX,249.67,198.00,6.00,453.67,Platinum
12-4794,Army JROTC,UT,236.00,216.00,0.00,452.00,Gold
12-3778,Army JROTC,FL,266.07,183.00,1.00,450.07,Gold
12-0503,Army JROTC,LA,241.67,188.00,18.60,448.27,Gold
12-4954,Army JROTC,FL,233.33,197.00,16.00,446.33,Gold
12-6336,Army JROTC,FL,247.93,174.00,20.80,442.73,Gold
12-3674,Army JROTC,TX,239.60,199.00,2.80,441.40,Gold
12-3370,Army JROTC,NM,250.67,185.00,4.00,439.67,Gold
12-3452,Army JROTC,HI,247.00,184.00,4.00,435.00,Gold
12-1378,Army JROTC,FL,254.27,172.00,8.40,434.67,Gold
12-2698,Army JROTC,HI,244.00,182.00,6.00,432.00,Gold
12-4965,Army JROTC,TX,233.93,184.00,10.80,428.73,Gold
12-3453,Army JROTC,HI,231.67,194.00,3.00,428.67,Gold
12-3663,Army JROTC,FL,256.60,168.00,0.00,424.60,Gold
12-4404,Army JROTC,AZ,240.40,176.00,6.00,422.40,Gold
12-3610,Army JROTC,HI,220.00,183.00,18.00,421.00,Gold
12-0970,Army JROTC,RI,205.00,215.00,0.00,420.00,Gold
12-4458,Army JROTC,TX,222.40,192.00,1.00,415.40,Gold
12-0991,Army JROTC,CO,223.73,180.00,8.40,412.13,Gold
12-1298,Army JROTC,SC,232.40,172.00,7.00,411.40,Gold
12-0318,Army JROTC,TX,251.00,155.00,3.00,409.00,Gold
12-2441,Army JROTC,AL,229.00,173.00,2.00,404.00,Gold
12-4128,Army JROTC,NC,228.00,176.00,0.00,404.00,Gold
12-3833,Army JROTC,TX,222.00,159.00,21.80,402.80,Gold
12-4407,Army JROTC,TX,209.00,191.00,0.00,400.00,Gold
12-7428,Army JROTC,NC,233.00,165.00,0.00,398.00,Gold
12-0253,Army JROTC,CO,227.60,161.00,8.00,396.60,Gold
12-5410,Army JROTC,TX,217.53,156.00,21.80,395.33,Gold
12-1111,Army JROTC,TX,219.67,170.00,5.60,395.27,Gold
12-2860,Army JROTC,HI,211.33,176.00,4.00,391.33,Gold
12-4552,Army JROTC,NV,206.00,178.00,6.00,390.00,Gold
12-2957,Army JROTC,CO,215.13,168.00,6.80,389.93,Gold
12-3494,Army JROTC,TX,211.00,168.00,5.00,384.00,Gold
12-3495,Army JROTC,TX,211.00,170.00,2.00,383.00,Gold
12-1377,Army JROTC,FL,220.27,144.00,9.80,374.07,Gold
12-4524,Army JROTC,TX,179.60,176.00,16.00,371.60,Gold
12-4535,Army JROTC,NV,190.00,178.00,3.00,371.00,Gold
12-0968,Army JROTC,MO,187.60,175.00,4.00,366.60,Gold
12-1110,Army JROTC,TX,186.00,158.00,21.20,365.20,Gold
12-0230,Army JROTC,OK,210.87,148.00,6.00,364.87,Gold
12-0255,Army JROTC,FL,214.13,142.00,6.80,362.93,Gold
12-2033,Army JROTC,MO,215.80,123.00,13.20,352.00,Gold
12-2440,Army JROTC,AL,187.80,163.00,0.00,350.80,Gold
12-1371,Army JROTC,HI,208.33,135.00,5.00,348.33,Gold
12-2918,Army JROTC,GA,180.00,164.00,2.00,346.00,Gold
12-3284,Army JROTC,FL,171.00,168.00,6.00,345.00,Gold
12-6276,Army JROTC,AL,186.00,150.00,0.00,336.00,Gold
12-4554,Army JROTC,NV,182.00,146.00,6.40,334.40,Gold
12-3740,Army JROTC,FL,182.33,146.00,5.00,333.33,Gold
12-4342,Army JROTC,AZ,183.27,122.00,20.20,325.47,Gold
12-4536,Army JROTC,NV,144.00,166.00,5.00,315.00,Gold
12-1915,Army JROTC,TX,144.00,165.00,0.00,309.00,Gold
12-4747,Army JROTC,NC,173.00,130.00,0.00,303.00,Gold
12-2556,Army JROTC,TX,217.67,73.00,0.00,290.67,Gold
12-6438,Army JROTC,TX,173.00,112.00,4.00,289.00,Gold
12-4463,Army JROTC,TX,150.67,132.00,5.00,287.67,Gold
12-3099,Army JROTC,WY,160.00,107.00,19.80,286.80,Gold
12-1458,Army JROTC,AR,177.00,106.00,0.00,283.00,Gold
12-2960,Army JROTC,FL,123.00,159.00,0.00,282.00,Gold
12-1372,Army JROTC,HI,140.00,129.00,4.00,273.00,Gold
12-4459,Army JROTC,TX,141.33,127.00,4.00,272.33,Gold
12-5788,Army JROTC,UT,190.67,81.00,0.00,271.67,Gold
12-6149,Army JROTC,TX,156.00,110.00,0.00,266.00,Gold
12-0164,Army JROTC,OK,147.33,111.00,4.40,262.73,Gold
12-4767,Army JROTC,NC,170.67,86.00,4.60,261.27,Gold
12-7093,Army JROTC,VA,107.00,153.00,0.00,260.00,Gold
12-3398,Army JROTC,FL,156.00,103.00,0.00,259.00,Gold
12-4786,Army JROTC,NC,164.00,91.00,0.00,255.00,Gold
12-4823,Army JROTC,TX,249.67,0.00,0.00,249.67,Gold
12-6150,Army JROTC,TX,114.00,135.00,0.00,249.00,Gold
12-5186,Army JROTC,WA,129.00,110.00,0.00,239.00,Gold
12-3950,Army JROTC,AZ,137.67,93.00,7.00,237.67,Silver
12-6967,Army JROTC,MD,119.67,105.00,6.00,230.67,Silver
12-6738,Army JROTC,AR,104.47,115.00,11.20,230.67,Silver
12-4825,Army JROTC,TX,230.33,0.00,0.00,230.33,Silver
12-0163,Army JROTC,OK,148.00,75.00,5.00,228.00,Silver
12-2531,Army JROTC,SC,131.33,89.00,5.00,225.33,Silver
12-2940,Army JROTC,AZ,107.00,115.00,3.00,225.00,Silver
12-5576,Army JROTC,FL,222.73,0.00,0.00,222.73,Silver
12-3515,Army JROTC,TX,75.00,125.00,21.60,221.60,Silver
12-1459,Army JROTC,AR,177.00,43.00,0.00,220.00,Silver
12-4702,Army JROTC,MD,129.00,88.00,3.00,220.00,Silver
12-5666,Army JROTC,TX,135.00,76.00,3.00,214.00,Silver
12-5896,Army JROTC,CA,81.00,128.00,0.00,209.00,Silver
12-6746,Army JROTC,SC,128.00,77.00,3.00,208.00,Silver
12-5682,Army JROTC,TX,118.67,82.00,6.00,206.67,Silver
12-6631,Army JROTC,AK,205.33,0.00,0.00,205.33,Silver
12-4826,Army JROTC,TX,203.00,0.00,0.00,203.00,Silver
12-1526,Army JROTC,MD,101.00,102.00,0.00,203.00,Silver
12-4938,Army JROTC,HI,10.53,174.00,17.00,201.53,Silver
12-5678,Army JROTC,TX,130.00,62.00,6.00,198.00,Silver
12-4704,Army JROTC,MD,109.00,82.00,4.00,195.00,Silver
12-4460,Army JROTC,TX,99.00,90.00,5.00,194.00,Silver
12-0633,Army JROTC,TX,84.00,109.00,0.00,193.00,Silver
12-3155,Army JROTC,TX,0.00,181.00,10.80,191.80,Silver
12-2120,Army JROTC,NV,99.33,86.00,4.00,189.33,Silver
12-0525,Army JROTC,FL,107.00,73.00,3.60,183.60,Silver
12-5764,Army JROTC,UT,132.00,47.00,0.00,179.00,Silver
12-3549,Army JROTC,TX,138.33,32.00,5.00,175.33,Silver
12-5665,Army JROTC,TX,66.67,103.00,3.00,172.67,Silver
12-4620,Army JROTC,TX,92.00,76.00,0.00,168.00,Silver
12-2835,Army JROTC,AR,118.73,47.00,0.00,165.73,Silver
12-6599,Army JROTC,TN,0.00,159.00,0.00,159.00,Silver
12-3050,Army JROTC,TX,90.00,62.00,0.00,152.00,Silver
12-3156,Army JROTC,TX,0.00,144.00,4.00,148.00,Silver
12-5284,Army JROTC,GA,74.00,73.00,0.00,147.00,Silver
12-4880,Army JROTC,TX,88.00,56.00,3.00,147.00,Silver
12-6601,Army JROTC,TN,0.00,143.00,0.00,143.00,Silver
12-4701,Army JROTC,MD,75.00,64.00,4.00,143.00,Silver
12-4824,Army JROTC,TX,141.00,0.00,0.00,141.00,Silver
12-4950,Army JROTC,AL,0.00,136.00,0.00,136.00,Silver
12-3331,Army JROTC,NV,126.60,0.00,0.00,126.60,Silver
12-4703,Army JROTC,MD,113.00,0.00,0.00,113.00,Silver
12-3668,Army JROTC,NJ,0.00,110.00,0.00,110.00,Silver
12-1884,Army JROTC,HI,0.00,84.00,0.00,84.00,Silver
12-4943,Army JROTC,VA,68.00,0.00,0.00,68.00,Silver
12-1816,Army JROTC,HI,0.00,61.00,0.00,61.00,Silver
12-1390,Army JROTC,SC,17.00,0.00,0.00,17.00,Silver
12-6949,Army JROTC,WA,0.00,8.00,0.00,8.00,Silver
12-4819,Army JROTC,TX,0.00,0.00,0.00,0.00,Silver
12-0887,Civil Air Patrol,FL,326.67,300.00,28.40,655.07,Platinum
12-1260,Civil Air Patrol,CO,327.80,289.00,25.80,642.60,Platinum
12-0767,Civil Air Patrol,CA,324.67,287.00,27.80,639.47,Platinum
12-0352,Civil Air Patrol,SD,322.20,284.00,25.60,631.80,Platinum
12-1200,Civil Air Patrol,FL,322.80,276.00,23.20,622.00,Platinum
12-0133,Civil Air Patrol,MN,315.73,283.00,18.20,616.93,Platinum
12-6290,Civil Air Patrol,CA,322.00,260.00,25.80,607.80,Platinum
12-4000,Civil Air Patrol,VA,309.07,271.00,19.00,599.07,Platinum
12-0058,Civil Air Patrol,NJ,318.53,251.00,25.40,594.93,Platinum
12-2515,Civil Air Patrol,NC,309.47,252.00,27.60,589.07,Platinum
12-0451,Civil Air Patrol,AZ,297.53,266.00,19.00,582.53,Platinum
12-0631,Civil Air Patrol,IL,311.53,261.00,7.00,579.53,Platinum
12-2553,Civil Air Patrol,FL,304.40,255.00,16.80,576.20,Platinum
12-1068,Civil Air Patrol,TX,299.60,253.00,19.60,572.20,Platinum
12-0051,Civil Air Patrol,CO,296.40,254.00,21.80,572.20,Platinum
12-0411,Civil Air Patrol,MN,274.87,272.00,18.40,565.27,Platinum
12-2933,Civil Air Patrol,NC,278.00,274.00,11.20,563.20,Platinum
12-0425,Civil Air Patrol,MD,300.27,253.00,8.80,562.07,Platinum
12-3602,Civil Air Patrol,WA,292.73,242.00,21.80,556.53,Platinum
12-2914,Civil Air Patrol,MD,275.80,258.00,20.20,554.00,Platinum
12-0964,Civil Air Patrol,CA,310.40,214.00,26.40,550.80,Platinum
12-0760,Civil Air Patrol,NJ,287.93,234.00,25.60,547.53,Platinum
12-0878,Civil Air Patrol,CA,280.00,244.00,17.80,541.80,Platinum
12-4060,Civil Air Patrol,UT,280.27,241.00,20.40,541.67,Platinum
12-4383,Civil Air Patrol,NE,275.13,239.00,18.00,532.13,Platinum
12-1414,Civil Air Patrol,NY,292.60,235.00,4.40,532.00,Platinum
12-1510,Civil Air Patrol,FL,274.13,235.00,22.40,531.53,Platinum
12-0086,Civil Air Patrol,TN,274.13,232.00,23.80,529.93,Platinum
12-0313,Civil Air Patrol,MI,290.47,223.00,15.80,529.27,Platinum
12-4368,Civil Air Patrol,CA,258.60,253.00,17.20,528.80,Platinum
12-2037,Civil Air Patrol,NC,291.40,228.00,8.80,528.20,Platinum
12-0461,Civil Air Patrol,CA,278.00,249.00,0.00,527.00,Platinum
12-2189,Civil Air Patrol,SC,261.00,243.00,22.00,526.00,Platinum
12-5055,Civil Air Patrol,NJ,279.53,225.00,20.60,525.13,Platinum
12-2585,Civil Air Patrol,NY,287.20,210.00,24.20,521.40,Platinum
12-1370,Civil Air Patrol,TN,279.93,213.00,25.20,518.13,Platinum
12-2740,Civil Air Patrol,TX,281.00,219.00,17.00,517.00,Platinum
12-3270,Civil Air Patrol,NC,280.27,217.00,16.00,513.27,Platinum
12-0635,Civil Air Patrol,VA,262.80,241.00,8.80,512.60,Platinum
12-0882,Civil Air Patrol,WY,253.40,236.00,22.20,511.60,Platinum
12-2065,Civil Air Patrol,TX,278.73,212.00,17.40,508.13,Platinum
12-2516,Civil Air Patrol,NC,283.07,201.00,21.00,505.07,Platinum
12-1601,Civil Air Patrol,WA,288.60,199.00,17.00,504.60,Platinum
12-2703,Civil Air Patrol,IN,267.33,231.00,4.40,502.73,Platinum
12-0373,Civil Air Patrol,TX,265.27,223.00,14.20,502.47,Platinum
12-6087,Civil Air Patrol,TX,244.00,230.00,27.40,501.40,Platinum
12-0309,Civil Air Patrol,MI,287.87,191.00,21.60,500.47,Platinum
12-1886,Civil Air Patrol,WA,278.33,200.00,18.00,496.33,Platinum
12-0795,Civil Air Patrol,PA,281.60,194.00,20.00,495.60,Platinum
12-0989,Civil Air Patrol,MN,252.07,223.00,19.00,494.07,Platinum
12-0692,Civil Air Patrol,OH,265.73,221.00,7.20,493.93,Platinum
12-2701,Civil Air Patrol,OK,266.60,204.00,23.00,493.60,Platinum
12-2717,Civil Air Patrol,OH,266.47,206.00,20.20,492.67,Platinum
12-0263,Civil Air Patrol,NC,272.00,206.00,14.40,492.40,Platinum
12-2525,Civil Air Patrol,CA,267.07,209.00,16.00,492.07,Platinum
12-0019,Civil Air Patrol,FL,257.33,226.00,6.40,489.73,Platinum
12-6920,Civil Air Patrol,FL,252.13,215.00,21.20,488.33,Platinum
12-3125,Civil Air Patrol,CT,242.13,229.00,16.40,487.53,Platinum
12-5219,Civil Air Patrol,FL,260.33,204.00,22.80,487.13,Platinum
12-2622,Civil Air Patrol,FL,228.00,255.00,3.00,486.00,Platinum
12-3301,Civil Air Patrol,FL,248.00,235.00,0.00,483.00,Platinum
12-3006,Civil Air Patrol,ID,263.33,212.00,5.60,480.93,Platinum
12-0434,Civil Air Patrol,AZ,244.67,215.00,19.20,478.87,Platinum
12-5056,Civil Air Patrol,NJ,267.40,203.00,4.80,475.20,Platinum
12-0326,Civil Air Patrol,CO,254.33,204.00,15.00,473.33,Platinum
12-0317,Civil Air Patrol,MA,267.00,191.00,14.80,472.80,Platinum
12-0053,Civil Air Patrol,CO,249.07,205.00,18.60,472.67,Platinum
12-1373,Civil Air Patrol,OK,260.27,207.00,4.00,471.27,Platinum
12-7376,Civil Air Patrol,CO,253.67,215.00,2.60,471.27,Platinum
12-0668,Civil Air Patrol,VA,250.27,209.00,11.80,471.07,Platinum
12-6122,Civil Air Patrol,CA,256.00,214.00,0.00,470.00,Platinum
12-0965,Civil Air Patrol,OH,248.00,212.00,8.00,468.00,Platinum
12-2390,Civil Air Patrol,NY,265.20,178.00,24.40,467.60,Platinum
12-3492,Civil Air Patrol,NE,251.60,204.00,11.60,467.20,Platinum
12-4997,Civil Air Patrol,NY,249.67,193.00,20.40,463.07,Platinum
12-3214,Civil Air Patrol,CA,232.33,225.00,5.60,462.93,Platinum
12-1413,Civil Air Patrol,NY,247.47,199.00,14.80,461.27,Platinum
12-2547,Civil Air Patrol,GA,254.67,199.00,7.00,460.67,Platinum
12-6121,Civil Air Patrol,CA,255.00,205.00,0.00,460.00,Platinum
12-2756,Civil Air Patrol,MN,232.20,207.00,19.60,458.80,Platinum
12-1480,Civil Air Patrol,VA,267.73,184.00,5.40,457.13,Platinum
12-0714,Civil Air Patrol,IL,272.00,185.00,0.00,457.00,Platinum
12-2032,Civil Air Patrol,NY,258.93,190.00,6.80,455.73,Platinum
12-2590,Civil Air Patrol,ME,244.00,209.00,0.00,453.00,Platinum
12-4118,Civil Air Patrol,CA,259.93,186.00,5.00,450.93,Platinum
12-0581,Civil Air Patrol,NE,244.00,191.00,14.80,449.80,Platinum
12-2528,Civil Air Patrol,IL,239.07,206.00,4.00,449.07,Platinum
12-4577,Civil Air Patrol,ID,258.40,171.00,18.60,448.00,Gold
12-2425,Civil Air Patrol,CO,252.00,188.00,5.00,445.00,Gold
12-2131,Civil Air Patrol,KS,231.13,197.00,15.80,443.93,Gold
12-4257,Civil Air Patrol,NJ,221.00,214.00,7.00,442.00,Gold
12-2989,Civil Air Patrol,TX,243.80,186.00,11.60,441.40,Gold
12-3948,Civil Air Patrol,OH,256.40,180.00,4.40,440.80,Gold
12-2383,Civil Air Patrol,OH,240.80,192.00,7.00,439.80,Gold
12-3832,Civil Air Patrol,FL,245.33,191.00,3.00,439.33,Gold
12-2629,Civil Air Patrol,AZ,238.00,196.00,4.00,438.00,Gold
12-3025,Civil Air Patrol,HI,235.80,178.00,22.80,436.60,Gold
12-2828,Civil Air Patrol,TX,239.47,193.00,3.00,435.47,Gold
12-0066,Civil Air Patrol,VA,220.13,206.00,9.00,435.13,Gold
12-6030,Civil Air Patrol,WV,232.00,189.00,13.00,434.00,Gold
12-2564,Civil Air Patrol,MN,239.00,194.00,0.00,433.00,Gold
12-2204,Civil Air Patrol,WI,229.73,188.00,14.00,431.73,Gold
12-2761,Civil Air Patrol,MO,209.40,208.00,13.40,430.80,Gold
12-3966,Civil Air Patrol,OH,236.13,180.00,10.20,426.33,Gold
12-1374,Civil Air Patrol,OK,236.67,184.00,4.00,424.67,Gold
12-1809,Civil Air Patrol,GA,214.07,187.00,21.00,422.07,Gold
12-2085,Civil Air Patrol,IN,226.00,191.00,5.00,422.00,Gold
12-6424,Civil Air Patrol,PA,215.67,200.00,4.00,419.67,Gold
12-0250,Civil Air Patrol,AL,224.07,194.00,1.00,419.07,Gold
12-4593,Civil Air Patrol,MI,220.00,182.00,15.00,417.00,Gold
12-5572,Civil Air Patrol,CO,224.67,186.00,6.00,416.67,Gold
12-3891,Civil Air Patrol,KY,227.00,187.00,0.00,414.00,Gold
12-6333,Civil Air Patrol,FL,234.00,179.00,0.00,413.00,Gold
12-1795,Civil Air Patrol,WI,245.67,162.00,4.00,411.67,Gold
12-3576,Civil Air Patrol,IL,262.33,147.00,2.00,411.33,Gold
12-2512,Civil Air Patrol,FL,228.00,181.00,0.00,409.00,Gold
12-1021,Civil Air Patrol,TX,229.93,175.00,3.00,407.93,Gold
12-7473,Civil Air Patrol,NY,218.33,184.00,5.00,407.33,Gold
12-1895,Civil Air Patrol,AZ,228.00,176.00,3.00,407.00,Gold
12-0628,Civil Air Patrol,WY,260.00,146.00,0.00,406.00,Gold
12-4998,Civil Air Patrol,NY,213.67,187.00,4.00,404.67,Gold
12-6271,Civil Air Patrol,FL,203.00,200.00,0.40,403.40,Gold
12-2877,Civil Air Patrol,IL,196.13,179.00,26.00,401.13,Gold
12-2552,Civil Air Patrol,NY,206.27,188.00,6.40,400.67,Gold
12-2934,Civil Air Patrol,NC,224.40,174.00,2.00,400.40,Gold
12-4256,Civil Air Patrol,NJ,181.00,213.00,5.00,399.00,Gold
12-5414,Civil Air Patrol,FL,215.53,161.00,17.20,393.73,Gold
12-7500,Civil Air Patrol,NH,226.40,156.00,11.20,393.60,Gold
12-4119,Civil Air Patrol,CA,211.73,167.00,12.60,391.33,Gold
12-5073,Civil Air Patrol,MD,226.00,165.00,0.00,391.00,Gold
12-2992,Civil Air Patrol,TX,194.67,191.00,4.00,389.67,Gold
12-1477,Civil Air Patrol,VA,233.67,149.00,6.00,388.67,Gold
12-1887,Civil Air Patrol,NC,233.00,149.00,5.40,387.40,Gold
12-0192,Civil Air Patrol,MT,206.00,173.00,7.60,386.60,Gold
12-2591,Civil Air Patrol,CO,225.33,161.00,0.00,386.33,Gold
12-2738,Civil Air Patrol,GA,204.00,182.00,0.00,386.00,Gold
12-3018,Civil Air Patrol,MO,211.00,174.00,0.00,385.00,Gold
12-6838,Civil Air Patrol,PA,197.00,188.00,0.00,385.00,Gold
12-1916,Civil Air Patrol,AZ,222.33,156.00,5.00,383.33,Gold
12-0435,Civil Air Patrol,CA,204.00,162.00,17.00,383.00,Gold
12-6066,Civil Air Patrol,TX,237.87,136.00,3.00,376.87,Gold
12-4117,Civil Air Patrol,IL,220.40,154.00,0.00,374.40,Gold
12-4909,Civil Air Patrol,MS,191.67,176.00,6.00,373.67,Gold
12-4580,Civil Air Patrol,ID,197.40,157.00,15.00,369.40,Gold
12-4374,Civil Air Patrol,TN,209.93,151.00,8.00,368.93,Gold
12-7264,Civil Air Patrol,WI,203.67,143.00,20.20,366.87,Gold
12-3711,Civil Air Patrol,NH,213.67,146.00,7.00,366.67,Gold
12-3490,Civil Air Patrol,NE,197.33,169.00,0.00,366.33,Gold
12-3310,Civil Air Patrol,OH,192.93,159.00,7.40,359.33,Gold
12-0437,Civil Air Patrol,MD,196.33,159.00,3.00,358.33,Gold
12-1023,Civil Air Patrol,KY,185.67,163.00,7.00,355.67,Gold
12-2632,Civil Air Patrol,NC,193.00,159.00,3.00,355.00,Gold
12-0399,Civil Air Patrol,OR,183.33,163.00,8.60,354.93,Gold
12-1088,Civil Air Patrol,WA,229.47,124.00,0.00,353.47,Gold
12-0423,Civil Air Patrol,MD,199.00,146.00,5.00,350.00,Gold
12-0720,Civil Air Patrol,CA,173.73,172.00,3.80,349.53,Gold
12-1639,Civil Air Patrol,TN,188.00,149.00,6.00,343.00,Gold
12-5547,Civil Air Patrol,IL,225.00,117.00,0.00,342.00,Gold
12-5249,Civil Air Patrol,VT,245.00,96.00,0.00,341.00,Gold
12-2586,Civil Air Patrol,FL,147.33,187.00,3.00,337.33,Gold
12-6829,Civil Air Patrol,MD,150.67,169.00,14.60,334.27,Gold
12-1172,Civil Air Patrol,MN,203.00,129.00,0.00,332.00,Gold
12-2830,Civil Air Patrol,TX,192.00,131.00,5.00,328.00,Gold
12-5100,Civil Air Patrol,TX,189.00,136.00,0.00,325.00,Gold
12-3385,Civil Air Patrol,MD,143.00,174.00,6.60,323.60,Gold
12-0251,Civil Air Patrol,AL,203.73,116.00,3.00,322.73,Gold
12-0355,Civil Air Patrol,SD,185.67,124.00,6.00,315.67,Gold
12-5544,Civil Air Patrol,WI,184.67,127.00,4.00,315.67,Gold
12-5982,Civil Air Patrol,KS,180.00,134.00,0.00,314.00,Gold
12-0868,Civil Air Patrol,SC,167.00,147.00,0.00,314.00,Gold
12-2132,Civil Air Patrol,CA,188.67,125.00,0.00,313.67,Gold
12-0921,Civil Air Patrol,ME,128.00,170.00,15.60,313.60,Gold
12-0059,Civil Air Patrol,NJ,313.40,0.00,0.00,313.40,Gold
12-4597,Civil Air Patrol,WA,158.00,152.00,3.00,313.00,Gold
12-1901,Civil Air Patrol,KY,182.00,123.00,3.00,308.00,Gold
12-1811,Civil Air Patrol,CT,172.33,127.00,3.00,302.33,Gold
12-1832,Civil Air Patrol,AR,153.73,137.00,10.00,300.73,Gold
12-2895,Civil Air Patrol,UT,182.00,115.00,0.00,297.00,Gold
12-1810,Civil Air Patrol,GA,171.00,126.00,0.00,297.00,Gold
12-1973,Civil Air Patrol,GA,164.40,124.00,2.00,290.40,Gold
12-0436,Civil Air Patrol,MD,170.00,113.00,0.00,283.00,Gold
12-1581,Civil Air Patrol,NC,145.13,137.00,0.00,282.13,Gold
12-4991,Civil Air Patrol,GA,130.07,142.00,6.00,278.07,Gold
12-1888,Civil Air Patrol,NC,143.67,124.00,5.00,272.67,Gold
12-4674,Civil Air Patrol,VT,179.00,92.00,0.00,271.00,Gold
12-2711,Civil Air Patrol,SD,157.73,101.00,11.40,270.13,Gold
12-7523,Civil Air Patrol,FL,148.00,122.00,0.00,270.00,Gold
12-1234,Civil Air Patrol,OR,147.00,123.00,0.00,270.00,Gold
12-2825,Civil Air Patrol,OK,268.33,0.00,0.00,268.33,Gold
12-2507,Civil Air Patrol,VA,129.00,136.00,0.00,265.00,Gold
12-0556,Civil Air Patrol,SC,172.00,89.00,3.40,264.40,Gold
12-5218,Civil Air Patrol,FL,171.67,84.00,6.60,262.27,Gold
12-3543,Civil Air Patrol,CO,125.00,134.00,0.00,259.00,Gold
12-2285,Civil Air Patrol,TN,165.00,92.00,1.40,258.40,Gold
12-2970,Civil Air Patrol,TN,254.00,0.00,0.00,254.00,Gold
12-2661,Civil Air Patrol,CO,161.00,93.00,0.00,254.00,Gold
12-1018,Civil Air Patrol,VA,137.00,113.00,0.00,250.00,Gold
12-5357,Civil Air Patrol,TN,164.00,78.00,5.00,247.00,Gold
12-3635,Civil Air Patrol,VA,122.33,116.00,8.00,246.33,Gold
12-0559,Civil Air Patrol,SC,155.33,79.00,4.00,238.33,Silver
12-4585,Civil Air Patrol,TX,171.67,63.00,0.00,234.67,Silver
12-3759,Civil Air Patrol,NC,231.00,0.00,0.00,231.00,Silver
12-0354,Civil Air Patrol,IN,138.00,90.00,0.00,228.00,Silver
12-6864,Civil Air Patrol,TX,159.00,68.00,0.00,227.00,Silver
12-3750,Civil Air Patrol,NC,225.00,0.00,0.00,225.00,Silver
12-0634,Civil Air Patrol,VA,120.40,98.00,6.40,224.80,Silver
12-1771,Civil Air Patrol,AL,168.67,47.00,6.00,221.67,Silver
12-2605,Civil Air Patrol,KY,221.47,0.00,0.00,221.47,Silver
12-2777,Civil Air Patrol,WY,143.00,72.00,3.00,218.00,Silver
12-6962,Civil Air Patrol,CO,121.00,94.00,0.00,215.00,Silver
12-4419,Civil Air Patrol,MI,204.00,0.00,0.00,204.00,Silver
12-0836,Civil Air Patrol,WA,132.00,72.00,0.00,204.00,Silver
12-4974,Civil Air Patrol,TN,0.00,199.00,5.00,204.00,Silver
12-7032,Civil Air Patrol,DC,0.00,199.00,3.40,202.40,Silver
12-1046,Civil Air Patrol,IL,143.00,57.00,0.00,200.00,Silver
12-0883,Civil Air Patrol,OR,117.00,82.00,0.00,199.00,Silver
12-1580,Civil Air Patrol,NC,0.00,197.00,0.00,197.00,Silver
12-1450,Civil Air Patrol,DE,0.00,182.00,11.40,193.40,Silver
12-0835,Civil Air Patrol,WA,89.00,104.00,0.00,193.00,Silver
12-3202,Civil Air Patrol,GA,91.00,99.00,0.00,190.00,Silver
12-0183,Civil Air Patrol,NC,183.00,0.00,0.00,183.00,Silver
12-0416,Civil Air Patrol,OR,79.00,102.00,0.00,181.00,Silver
12-2376,Civil Air Patrol,FL,71.00,105.00,0.00,176.00,Silver
12-4483,Civil Air Patrol,NC,0.00,176.00,0.00,176.00,Silver
12-6820,Civil Air Patrol,KY,72.00,102.00,0.00,174.00,Silver
12-3166,Civil Air Patrol,OH,0.00,173.00,0.00,173.00,Silver
12-0426,Civil Air Patrol,AK,97.40,71.00,4.00,172.40,Silver
12-1686,Civil Air Patrol,IL,165.00,0.00,0.00,165.00,Silver
12-3968,Civil Air Patrol,CA,0.00,160.00,3.00,163.00,Silver
12-3167,Civil Air Patrol,OH,0.00,159.00,0.00,159.00,Silver
12-4108,Civil Air Patrol,WI,126.00,32.00,0.00,158.00,Silver
12-6707,Civil Air Patrol,GA,85.00,67.00,0.00,152.00,Silver
12-6819,Civil Air Patrol,KY,84.00,66.00,0.00,150.00,Silver
12-0689,Civil Air Patrol,OH,0.00,150.00,0.00,150.00,Silver
12-5266,Civil Air Patrol,TX,114.00,34.00,0.00,148.00,Silver
12-3315,Civil Air Patrol,PA,83.00,56.00,0.00,139.00,Silver
12-3174,Civil Air Patrol,MD,83.00,50.00,0.00,133.00,Silver
12-6003,Civil Air Patrol,MT,76.00,57.00,0.00,133.00,Silver
12-6328,Civil Air Patrol,GA,63.00,68.00,0.00,131.00,Silver
12-1840,Civil Air Patrol,KS,97.00,26.00,0.00,123.00,Silver
12-1971,Civil Air Patrol,WI,0.00,119.00,4.00,123.00,Silver
12-3205,Civil Air Patrol,VA,0.00,122.00,0.00,122.00,Silver
12-5909,Civil Air Patrol,FL,93.00,27.00,0.00,120.00,Silver
12-7255,Civil Air Patrol,GA,0.00,118.00,0.00,118.00,Silver
12-3374,Civil Air Patrol,MA,61.00,55.00,0.00,116.00,Silver
12-6909,Civil Air Patrol,IL,0.00,111.00,2.00,113.00,Silver
